,LOCATION,SUBURB_TOWN_NAME,SUBURB_RESIDENTS,SUBURB_LONG,SUBURB_LAT,FID,DOMAIN_URL,REAL_ESTATE_COM_AU_URL,SUBURB_MOST_COMMON_EXPENSE_TIER,SUBURB_PRICE_RANGE_RANK,SUBURB_PRICE_RANK_IN_PERCENTILE,SUBURB_RENTAL_PRICE_SCALE_RANK,SUBURB_OFFENCES_PER_10000_POPULATION,TOTAL_2016_ADJUSTED_OFFENCES_PER_SUBURB_TOWN_NAME,SUBURB_TOWN_NAME_2016_ADJUSTED_CRIME_RANK,SUBURB_TOWN_NAME_2016_ADJUSTED_CRIME_RANK_PERCENTILE,ADJUSTED_CRIME_RANK_SCALE,SUBURB_MOST_INT_STUDENT_LANG,INT_STUDENT_POPULATION_ARRIVAL_ALL_YEARS,TOTAL_INT_STUDENTS_PER_SUBURB,TOTAL_INT_STUDENT_PER_LANGUAGE,TMP_INT_STUDENT_NATIVE_LANG,TMP_SUBURB_STUDENT_POPULATION_SCALE_RANK,Acholi,"African Languages, nec","African Languages, nfd",Afrikaans,Akan,Albanian,Amharic,Anuak,Arabic,Armenian,Assyrian Neo-Aramaic,Bengali,Bisaya,Bosnian,Bulgarian,Burmese,"Burmese and Related Languages, nec","Burmese and Related Languages, nfd",Cantonese,Catalan,Cebuano,Chaldean Neo-Aramaic,Chin Haka,"Chinese, nfd","Creole, nfd",Croatian,Czech,Danish,Dari,Dhivehi,Dinka,"Dravidian, nec",Dutch,English,Estonian,Fijian,Filipino,Finnish,French,"French Creole, nfd",German,Greek,Gujarati,Hakka,Harari,Hausa,Hazaraghi,Hebrew,Hindi,Hungarian,Iban,Igbo,Ilonggo (Hiligaynon),Inadequately described,Indonesian,"Iranic, nfd",Italian,Japanese,Kannada,Karen,Khmer,Kinyarwanda (Rwanda),Kirundi (Rundi),Konkani,Korean,Kurdish,Lao,Lithuanian,Loma (Lorma),Luganda,Macedonian,Malay,Malayalam,Maltese,Mandarin,Maori (Cook Island),Maori (New Zealand),Marathi,Mauritian Creole,Min Nan,Mongolian,Nepali,No international students recorded as living in this area.,Norwegian,Not stated,Nuer,Nyanja (Chichewa),Oriya,Oromo,Other Southern Asian Languages,Pashto,Persian (excluding Dari),"Pidgin, nfd",Polish,Portuguese,Punjabi,Rohingya,Romanian,Russian,Samoan,Serbian,Shilluk,Shona,Sindhi,Sinhalese,Slovak,Slovene,Somali,"Southern Asian Languages, nfd",Spanish,Swahili,Swedish,Tagalog,Tamil,Telugu,Tetum,Thai,Tibetan,Tigrinya,Tok Pisin (Neomelanesian),Tongan,Tswana,Turkish,Tuvaluan,Ukrainian,Urdu,Vietnamese,Wu,Yoruba,Zomi
506,"CARRAJUNG, VICTORIA, AUSTRALIA",CARRAJUNG,100,146.683333,-38.366667,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1669,https://www.domain.com.au/rent/carrajung-vic-3844//?ssubs=1,https://www.realestate.com.au/rent/in-carrajung+3844/list-1,None,0,0,1,0.01,0.07,1444,0.621877692,7,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,"CARRANBALLAC, VICTORIA, AUSTRALIA",CARRANBALLAC,36,143.1887679,-37.7039692,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1914,https://www.domain.com.au/rent/carranballac-vic-3361//?ssubs=1,https://www.realestate.com.au/rent/in-carranballac+3361/list-1,None,0,0,1,0.0036,0.0108,1922,0.827734711,9,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,"CARRON, VICTORIA, AUSTRALIA",CARRON,0,142.7439213,-36.2838631,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2172,https://www.domain.com.au/rent/carron-vic-3480//?ssubs=1,https://www.realestate.com.au/rent/in-carron+3480/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,"CARRUM DOWNS, VICTORIA, AUSTRALIA",CARRUM DOWNS,20713,145.178,-38.096,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1113,https://www.domain.com.au/rent/carrum-downs-vic-3201//?ssubs=1,https://www.realestate.com.au/rent/in-carrum+downs+3201/list-1,$300-$324,11,0.6102761,7,2.0713,4409.7977,40,0.017226529,1,English,151,251,643,English,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
510,"CARRUM, VICTORIA, AUSTRALIA",CARRUM,3985,145.122,-38.076,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.715,https://www.domain.com.au/rent/carrum-vic-3197//?ssubs=1,https://www.realestate.com.au/rent/in-carrum+3197/list-1,$300-$324,11,0.6102761,7,0.3985,242.6865,275,0.118432386,2,English,5,37,357,Mandarin,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
511,"CARWARP, VICTORIA, AUSTRALIA",CARWARP,66,142.2033193,-34.4593153,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.19,https://www.domain.com.au/rent/carwarp-vic-3494//?ssubs=1,https://www.realestate.com.au/rent/in-carwarp+3494/list-1,$100-$124,3,1,10,0.0132,0.0594,1482,0.638242894,7,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,"CASHMORE, VICTORIA, AUSTRALIA",CASHMORE,226,141.4824946,-38.3112505,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2904,https://www.domain.com.au/rent/cashmore-vic-3305//?ssubs=1,https://www.realestate.com.au/rent/in-cashmore+3305/list-1,$100-$124,3,1,10,0.0904,0.113,1327,0.571490095,6,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,"CASSILIS, VICTORIA, AUSTRALIA",CASSILIS,28,147.5988028,-37.2109679,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.784,https://www.domain.com.au/rent/cassilis-vic-3898//?ssubs=1,https://www.realestate.com.au/rent/in-cassilis+3898/list-1,None,0,0,1,0.0028,0.0056,2055,0.88501292,9,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,"CASTELLA, VICTORIA, AUSTRALIA",CASTELLA,268,145.433333,-37.524722,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2446,https://www.domain.com.au/rent/castella-vic-3777//?ssubs=1,https://www.realestate.com.au/rent/in-castella+3777/list-1,None,0,0,1,0.0268,0.1876,1195,0.51464255,6,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,"CASTERTON, VICTORIA, AUSTRALIA",CASTERTON,1664,141.4,-37.583333,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.186,https://www.domain.com.au/rent/casterton-vic-3311//?ssubs=1,https://www.realestate.com.au/rent/in-casterton+3311/list-1,$150-$174,5,0.2469368,3,0.3328,11.8144,534,0.22997416,3,English,3,3,643,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,"CASTLE CREEK, VICTORIA, AUSTRALIA",CASTLE CREEK,0,146.8254903,-36.1888471,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.883,https://www.domain.com.au/rent/castle-creek-vic-3691//?ssubs=1,https://www.realestate.com.au/rent/in-castle+creek+3691/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,"CASTLE DONNINGTON, VICTORIA, AUSTRALIA",CASTLE DONNINGTON,129,143.6044718,-35.4185703,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1155,https://www.domain.com.au/rent/castle-donnington-vic-3585//?ssubs=1,https://www.realestate.com.au/rent/in-castle+donnington+3585/list-1,None,0,0,1,0.0129,0.129,1297,0.558570198,6,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,"CASTLEMAINE, VICTORIA, AUSTRALIA",CASTLEMAINE,6755,144.2185006,-37.058136,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1115,https://www.domain.com.au/rent/castlemaine-vic-3450//?ssubs=1,https://www.realestate.com.au/rent/in-castlemaine+3450/list-1,$300-$324,11,0.6102761,7,10.1325,505.9495,217,0.093453919,1,Punjabi,4,17,357,Mandarin,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,"CATANI, VICTORIA, AUSTRALIA",CATANI,291,145.65,-38.183333,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2365,https://www.domain.com.au/rent/catani-vic-3981//?ssubs=1,https://www.realestate.com.au/rent/in-catani+3981/list-1,$200-$224,7,0.3721614,4,0.0582,0.3201,1059,0.456072351,5,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,"CATHCART, VICTORIA, AUSTRALIA",CATHCART,92,142.8873059,-37.2951571,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1561,https://www.domain.com.au/rent/cathcart-vic-3377//?ssubs=1,https://www.realestate.com.au/rent/in-cathcart+3377/list-1,None,0,0,1,0.0092,0.0092,1961,0.844530577,9,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,"CATHKIN, VICTORIA, AUSTRALIA",CATHKIN,0,145.5777492,-37.1550013,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1182,https://www.domain.com.au/rent/cathkin-vic-3714//?ssubs=1,https://www.realestate.com.au/rent/in-cathkin+3714/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,"CATUMNAL, VICTORIA, AUSTRALIA",CATUMNAL,0,143.6183305,-36.076324,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1727,https://www.domain.com.au/rent/catumnal-vic-3537//?ssubs=1,https://www.realestate.com.au/rent/in-catumnal+3537/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,"CAULFIELD EAST, VICTORIA, AUSTRALIA",CAULFIELD EAST,1590,145.044,-37.876,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.494,https://www.domain.com.au/rent/caulfield-east-vic-3145//?ssubs=1,https://www.realestate.com.au/rent/in-caulfield+east+3145/list-1,$450-$549,17,0.8824538,9,0.636,31.005,446,0.192075797,2,Mandarin,8,429,194,Hindi,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0
524,"CAULFIELD NORTH, VICTORIA, AUSTRALIA",CAULFIELD NORTH,15271,145.025,-37.873,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.400,https://www.domain.com.au/rent/caulfield-north-vic-3161//?ssubs=1,https://www.realestate.com.au/rent/in-caulfield+north+3161/list-1,$450-$549,17,0.8824538,9,3.0542,1012.4673,150,0.064599483,1,Mandarin,15,508,114,"Chinese, nfd",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,6,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0
525,"CAULFIELD SOUTH, VICTORIA, AUSTRALIA",CAULFIELD SOUTH,11850,145.026,-37.891,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.358,https://www.domain.com.au/rent/caulfield-south-vic-3162//?ssubs=1,https://www.realestate.com.au/rent/in-caulfield+south+3162/list-1,$450-$549,17,0.8824538,9,4.74,601.98,198,0.085271318,1,Mandarin,89,254,357,Mandarin,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,"CAULFIELD, VICTORIA, AUSTRALIA",CAULFIELD,5596,145.0266,-37.884,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.509,https://www.domain.com.au/rent/caulfield-vic-3162//?ssubs=1,https://www.realestate.com.au/rent/in-caulfield+3162/list-1,$450-$549,17,0.8824538,9,0.5596,333.5216,257,0.110680448,2,Mandarin,62,146,357,Mandarin,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,2,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,"CAVEAT, VICTORIA, AUSTRALIA",CAVEAT,43,145.4824736,-37.0557415,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1376,https://www.domain.com.au/rent/caveat-vic-3660//?ssubs=1,https://www.realestate.com.au/rent/in-caveat+3660/list-1,None,0,0,1,0.0086,0.0129,1885,0.811800172,9,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,"CAVENDISH, VICTORIA, AUSTRALIA",CAVENDISH,334,142.033333,-37.516667,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1774,https://www.domain.com.au/rent/cavendish-vic-3314//?ssubs=1,https://www.realestate.com.au/rent/in-cavendish+3314/list-1,$150-$174,5,0.2469368,3,0.0334,0.1336,1287,0.554263566,6,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,"CERES, VICTORIA, AUSTRALIA",CERES,258,144.2640892,-38.1590503,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2744,https://www.domain.com.au/rent/ceres-vic-3221//?ssubs=1,https://www.realestate.com.au/rent/in-ceres+3221/list-1,None,0,0,1,0.0774,0.4902,991,0.426787252,5,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,"CHADSTONE, VICTORIA, AUSTRALIA",CHADSTONE,8643,145.093,-37.883,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.412,https://www.domain.com.au/rent/chadstone-vic-3148//?ssubs=1,https://www.realestate.com.au/rent/in-chadstone+3148/list-1,$450-$549,17,0.8824538,9,4.3215,934.3083,159,0.068475452,1,Mandarin,51,629,139,Sinhalese,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,8,0,0,0
531,"CHANDLERS CREEK, VICTORIA, AUSTRALIA",CHANDLERS CREEK,0,149.2043105,-37.334385,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.190,https://www.domain.com.au/rent/chandlers-creek-vic-3890//?ssubs=1,https://www.realestate.com.au/rent/in-chandlers+creek+3890/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,"CHAPEL FLAT, VICTORIA, AUSTRALIA",CHAPEL FLAT,0,143.8946145,-37.4779898,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.568,https://www.domain.com.au/rent/teddywaddy-west-vic-3527//?ssubs=1,https://www.realestate.com.au/rent/in-teddywaddy+west+3527/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
